;[Bacteroides]_pectinophilus_ATCC_43243;-  Human, Homo sapiens Host-associated 
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_854/1805;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_866/1807;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_870/1814;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_912/1862;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_914/1866;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_930/1878;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_938/1888;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_953/1898;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_969/1907;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_971/1909;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_972/1910;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_984/1927;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_997/1932;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_AP268;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_AP278;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_ARLG-3135;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_ATCC_13883;Negative   Multiple 
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_ATCC_9621;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_AUSMDU00008079;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_AUSMDU00008079;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_AUSMDU00008079;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_AUSMDU00008079;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_B12393;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_B1305;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_B2595;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_B5771;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_BL143;  Pig, Sus scrofa HostAssociated 
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_BR21;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_BR7;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_C003;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_C1072;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_C1287;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_C794;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_CCRI-21711_strain_CCRI-22199;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_CREC003-1;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_CREC014-1;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_CREI026-1;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG5544;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG5546;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG5547;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG5556;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG5559;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG5560;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG5563;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG5583;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG5585;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG6052;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG6066;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG6071;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG6078;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG6086;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG6087;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG6099;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG6106;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG6658;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG6664;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG6681;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG6682;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG6683;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG6684;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG7144;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG7163;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG7168;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG7172;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG7180;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG7190;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG7721;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG7732;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG7752;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG7773;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG7779;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG7783;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG7784;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG8133;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_DG8154;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_E109-1;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_ECCRETH01;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_ECCRETH03;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_ECCRETH07;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_GCID_CRE_0008;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_GCID_CRE_0009;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_GCID_CRE_0012;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_GCID_CRE_0013;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_GCID_CRE_0017;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_GCID_CRE_0018;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_GCID_CRE_0019;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_GD4;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_H11;  Human, Homo sapiens HostAssociated 
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_HKUOPLC;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_JNM8C2;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KC-Pl-HB1;  Phoca largha  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KK207/1;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KP48;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPACU35;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPBr1;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPC45;  Human, Homo sapiens HostAssociated 
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCRETH05;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCRETH07;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCRETH08;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCRETH09;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCRETH10;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCRETH11;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCRETH12;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCRETH13;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCRETH14;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCRETH15;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCRETH16;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCRETH18;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCRETH19;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCRETH20;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCRETH21;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCRETH22;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCRETH23;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCRETH24;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCRETH25;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCRETH26;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCRETH27;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCRETH28;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCRETH29;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCRETH30;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCRETH31;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCRETH32;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCRETH33;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCTRPRTH01;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCTRPRTH02;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCTRPRTH03;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCTRPRTH04;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCTRPRTH05;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCTRSRTH01;  Pig, Sus scrofa  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCTRSRTH02;  Pig, Sus scrofa  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCTRSRTH06;  Pig, Sus scrofa  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCTRSRTH07;  Pig, Sus scrofa  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPCTRSRTH09;  Pig, Sus scrofa  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPFood+02_strain_KPFood+02_strain_KPFood+02;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPH+01;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPH+02;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPH+03;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPH+04;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPH+05;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPLC+01;  Chicken, Gallus gallus  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPLC+02_strain_KPLC+02_strain_KPLC+02;  Chicken, Gallus gallus  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPNIH29;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPNIH29;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPNIH29;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPNIH30;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPNIH30;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPNIH30;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPNIH30;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPNIH31;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPNIH31;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPNIH31;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPNIH31;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPNIH32;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPNIH32;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPNIH32;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPNIH32;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPNIH33;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPNIH33;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPNIH33;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPNIH33;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPN_KPC_HUG_07;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPN_KPC_HUG_07;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPN_KPC_HUG_07;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPN_KPC_HUG_07;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPN_KPC_HUG_07;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPN_KPC_HUG_10;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPN_KPC_HUG_11;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPN_KPC_HUG_12;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPN_KPC_HUG_13;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPN_KPC_HUG_B1;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPN_KPC_HUG_B2;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPN_KPC_HUG_B3;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPN_KPC_HUG_B5;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPN_KPC_HUG_B6;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPPSTH01;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPPSTH02;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPPSTH04;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPPSTH05;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPPSTH06;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPPSTH07;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPPSTH08;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPPUTH02;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPPUTH03;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPPUTH04;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPPUTH05;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPPUTH08;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPSW+01;  Pig, Sus scrofa  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPSW+02;  Pig, Sus scrofa  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KPSW+03;  Pig, Sus scrofa  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KP_DC;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KpvK54;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KpvK54;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KpvST147L_NDM;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KpvST147L_NDM;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KpvST15_NDM;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KpvST23L_OXA-48;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_KpvST383_NDM_OXA-48;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_M1A;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_M5;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_MGF001;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_NCTC11695;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_NCTC9494;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_NCTC9504;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_NCTC9633;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_NUFHKp;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_NUHL24835;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_NUHL24835;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_NUHL24835;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_P169;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_P686;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_P781;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_R1014;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_R1651;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_R1786;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_R1876;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_R2031;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_R210-2;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_R2228;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_R2476;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_R2589;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_R337;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_R3643;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_R3916;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_R3972;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_R4462;    
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_RJA166;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_RJA166;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_RJA166;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_RJA166;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_RJF293;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_RJF293;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_RJF999;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_RJF999;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SC-7;  Human, Homo sapiens  env_biome:Homo sapiens
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SCKP020046;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SCKP020049;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SCKP020058;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SCKP020059;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SCKP020060;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SCKP020071;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SCKP020075;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SCKP020077;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SCKP020078;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SCKP020079;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SCKP020143;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SCKP020146;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SCKP020152;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SCKP020153;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SCKP020154;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SCKP040074;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SIEB064;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SIKP001;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SIKP002;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SIKP003;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SIKP004;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SIKP005;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SIKP007;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SIKP009;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SIKP012;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SIKP013;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SIKP019;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SIKP023;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SIKP026;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SIKP030;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SIKP040;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SIKP042;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SIKP043;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SIKP044;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SIKP046;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SIKP048;  Human, Homo sapiens  
;Klebsiella_pneumoniae_subsp._pneumoniae_strain_SIKP055;  Human, Homo sapiens  
